Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Philippopolis (Thrace) | Bulgaria | Archaeolist,/sites/bulgaria/philippopolis-thrace,5,4,1.25,27,17,0,0
Phra Nakhon Khiri Historical Park | Thailand | Archaeolist,/sites/thailand/phra-nakhon-khiri-historical-park,5,4,1.25,0.5,16,0,0
Pi-Ramesses | Egypt | Archaeolist,/sites/egypt/pi-ramesses,5,5,1,38,23,0,0
Qatar Archaeological Sites | Archaeolist,/sites/qatar,5,5,1,0,15,0,0
Rapola Castle | Finland | Archaeolist,/sites/finland/rapola-castle,5,5,1,4.8,10,0,0
Royal palace of Werla | Germany | Archaeolist,/sites/germany/royal-palace-of-werla,5,2,2.5,37,7,0,0
Salme ships | Estonia | Archaeolist,/sites/estonia/salme-ships,5,4,1.25,0.5,14,0,0
San Lorenzo Tenochtitlán | Mexico | Archaeolist,/sites/mexico/san-lorenzo-tenochtitlan,5,4,1.25,20,20,0,0
"Sand, Applecross | United Kingdom | Archaeolist",/sites/united-kingdom/sand-applecross,5,5,1,34.2,17,0,0
Sannai-Maruyama Site | Japan | Archaeolist,/sites/japan/sannai-maruyama-site,5,3,1.6666666666666667,12.333333333333334,11,0,0
Saudi Arabia Archaeological Sites | Archaeolist,/sites/saudi-arabia,5,5,1,49.4,20,0,0
Sehel Island | Egypt | Archaeolist,/sites/egypt/sehel-island,5,4,1.25,10.25,10,0,0
"Shell Mound in Dongsam-dong, Busan | South Korea | Archaeolist",/sites/south-korea/shell-mound-in-dongsam-dong-busan,5,4,1.25,4.5,13,0,0
Shimao | China | Archaeolist,/sites/china/shimao,5,4,1.25,19.5,21,0,0
Stelae of Nahr el-Kalb | Lebanon | Archaeolist,/sites/lebanon/stelae-of-nahr-el-kalb,5,5,1,0,16,0,0
Tahpanhes | Egypt | Archaeolist,/sites/egypt/tahpanhes,5,3,1.6666666666666667,56.666666666666664,18,0,0
Talianki (archaeological site) | Ukraine | Archaeolist,/sites/ukraine/talianki-archaeological-site,5,2,2.5,202,9,0,0
Tastil | Argentina | Archaeolist,/sites/argentina/tastil,5,3,1.6666666666666667,38.333333333333336,8,0,0
Tavka Kurgan | Uzbekistan | Archaeolist,/sites/uzbekistan/tavka-kurgan,5,5,1,6.2,13,0,0
Tell al-'Ubaid | Iraq | Archaeolist,/sites/iraq/tell-al-ubaid,5,4,1.25,59,18,0,0
Temple of Awwam | Yemen | Archaeolist,/sites/yemen/temple-of-awwam,5,3,1.6666666666666667,64,14,0,0
Teotihuacan | Mexico | Archaeolist,/sites/mexico/teotihuacan,5,6,0.8333333333333334,8.5,19,0,0
Thagaste | Algeria | Archaeolist,/sites/algeria/thagaste,5,5,1,7.8,18,0,0
Tlatelolco (archaeological site) | Mexico | Archaeolist,/sites/mexico/tlatelolco-archaeological-site,5,3,1.6666666666666667,0,11,0,0
Tombos (Nubia) | Sudan | Archaeolist,/sites/sudan/tombos-nubia,5,4,1.25,15.25,14,0,0
Toro (archaeological site) | Japan | Archaeolist,/sites/japan/toro-archaeological-site,5,2,2.5,46.5,10,0,0
Updown early medieval cemetery | United Kingdom | Archaeolist,/sites/united-kingdom/updown-early-medieval-cemetery,5,5,1,0,15,0,0
Yoshinogari site | Japan | Archaeolist,/sites/japan/yoshinogari-site,5,4,1.25,9.75,11,0,0
Zhiren Cave | China | Archaeolist,/sites/china/zhiren-cave,5,5,1,0,16,0,0
the United Arab Emirates Archaeological Sites | Archaeolist,/sites/the-united-arab-emirates,5,5,1,24.8,17,0,0
İnceğiz Cave Monastery | Turkey | Archaeolist,/sites/turkey/incegiz-cave-monastery,5,4,1.25,0,12,0,0
(not set),/sites,4,1,4,10,5,0,0
Aetokremnos | Cyprus | Archaeolist,/sites/cyprus/aetokremnos,4,3,1.3333333333333333,0,11,0,0
Aghmat | Morocco | Archaeolist,/sites/morocco/aghmat,4,4,1,31.5,16,0,0
Ahu Vinapu | Chile | Archaeolist,/sites/chile/ahu-vinapu,4,4,1,14.5,15,0,0
"Akoris, Egypt | Egypt | Archaeolist",/sites/egypt/akoris-egypt,4,3,1.3333333333333333,13,10,0,0
Albanopolis | Albania | Archaeolist,/sites/albania/albanopolis,4,4,1,0,13,0,0
Aleppo Governorate Archaeological Sites | Archaeolist,/sites/aleppo-governorate,4,5,0.8,2.8,13,0,0
Alto River | Portugal | Archaeolist,/sites/portugal/alto-river,4,3,1.3333333333333333,15.666666666666666,5,0,0
Araltobe kurgan | Kazakhstan | Archaeolist,/sites/kazakhstan/araltobe-kurgan,4,4,1,10.25,11,0,0
Archaeolist,/sites/chile/salar-de-punta-negra,4,4,1,3,15,0,0
Archaeolist,/sites/turkmenistan/anau-turkmenistan,4,4,1,0,13,0,0
Archaeolist,/sites/yemen/socotra,4,4,1,4.5,16,0,0
Archaeological site of Mount Bonifato | Italy | Archaeolist,/sites/italy/archaeological-site-of-mount-bonifato,4,3,1.3333333333333333,7,12,0,0
Areni-1 cave | Armenia | Archaeolist,/sites/armenia/areni-1-cave,4,2,2,7.5,10,0,0
Axlor | Spain | Archaeolist,/sites/spain/axlor,4,4,1,70,5,0,0
Azougui | Mauritania | Archaeolist,/sites/mauritania/azougui,4,4,1,7.75,13,0,0
Barnhouse Settlement | United Kingdom | Archaeolist,/sites/united-kingdom/barnhouse-settlement,4,4,1,0,13,0,0
Baroque fortifications in the Black Forest | Germany | Archaeolist,/sites/germany/baroque-fortifications-in-the-black-forest,4,4,1,5.75,14,0,0
Begash | Kazakhstan | Archaeolist,/sites/kazakhstan/begash,4,3,1.3333333333333333,17.666666666666668,15,0,0
Berdavan Fortress | Armenia | Archaeolist,/sites/armenia/berdavan-fortress,4,4,1,1.75,17,0,0
Black Grave | Ukraine | Archaeolist,/sites/ukraine/black-grave,4,4,1,64.25,14,0,0
Bosnia and Herzegovina Archaeological Sites | Archaeolist,/sites/bosnia-and-herzegovina,4,4,1,2.75,16,0,0
Bosra | Syria | Archaeolist,/sites/syria/bosra,4,5,0.8,3,13,0,0
Breitenbach (archaeological site) | Germany | Archaeolist,/sites/germany/breitenbach-archaeological-site,4,2,2,34.5,9,0,0
Bujang Valley | Malaysia | Archaeolist,/sites/malaysia/bujang-valley,4,3,1.3333333333333333,33.333333333333336,8,0,0
Capernaum | Israel | Archaeolist,/sites/israel/capernaum,4,3,1.3333333333333333,2.3333333333333335,6,0,0
Cara Sucia (Mesoamerican site) | El Salvador | Archaeolist,/sites/el-salvador/cara-sucia-mesoamerican-site,4,4,1,11.75,12,0,0
Carahunge | Armenia | Archaeolist,/sites/armenia/carahunge,4,3,1.3333333333333333,7,13,0,0
Carranque | Spain | Archaeolist,/sites/spain/carranque,4,4,1,3,11,0,0
Castle Kopje | Zimbabwe | Archaeolist,/sites/zimbabwe/castle-kopje,4,3,1.3333333333333333,14.666666666666666,11,0,0
Cave of Swimmers | Egypt | Archaeolist,/sites/egypt/cave-of-swimmers,4,2,2,58.5,11,0,0
Cave of the Trois-Frères | France | Archaeolist,/sites/france/cave-of-the-trois-freres,4,4,1,65.25,15,0,0
Caves and Ice Age Art in the Swabian Jura | Germany | Archaeolist,/sites/germany/caves-and-ice-age-art-in-the-swabian-jura,4,4,1,49,8,0,0
Chhota Katra | Bangladesh | Archaeolist,/sites/bangladesh/chhota-katra,4,4,1,0,12,0,0
Cladh Hallan | United Kingdom | Archaeolist,/sites/united-kingdom/cladh-hallan,4,4,1,0,12,0,0
Cocev Kamen | North Macedonia | Archaeolist,/sites/north-macedonia/cocev-kamen,4,3,1.3333333333333333,9.333333333333334,10,0,0
Costești-Cetățuie Dacian fortress | Romania | Archaeolist,/sites/romania/costesti-cetatuie-dacian-fortress,4,4,1,4.5,14,0,0
Cueva de los Murciélagos | Spain | Archaeolist,/sites/spain/cueva-de-los-murcielagos,4,2,2,24.5,4,0,0
Daniel's Village Archeological Site | United States | Archaeolist,/sites/united-states/daniels-village-archeological-site,4,4,1,0,12,0,0
Deltaterrasserne | Greenland | Archaeolist,/sites/greenland/deltaterrasserne,4,4,1,17.75,14,0,0
Deriivka | Ukraine | Archaeolist,/sites/ukraine/deriivka,4,2,2,2,6,0,0
Dolmen of Menga | Spain | Archaeolist,/sites/spain/dolmen-of-menga,4,4,1,1.75,13,0,0
El-Kurru | Sudan | Archaeolist,/sites/sudan/el-kurru,4,2,2,8,11,0,0
Eridu | Iraq | Archaeolist,/sites/iraq/eridu,4,3,1.3333333333333333,3.3333333333333335,11,0,0
Everglades National Park | United States | Archaeolist,/sites/united-states/everglades-national-park,4,4,1,1,14,0,0
Fterrë | Albania | Archaeolist,/sites/albania/fterre,4,3,1.3333333333333333,21.666666666666668,13,0,0
Furushida-Higashi ruins | Japan | Archaeolist,/sites/japan/furushida-higashi-ruins,4,4,1,0,10,0,0
Gamla Uppsala | Sweden | Archaeolist,/sites/sweden/gamla-uppsala,4,4,1,10.25,9,0,0
Garni Temple | Armenia | Archaeolist,/sites/armenia/garni-temple,4,4,1,0,12,0,0
Georgia (country) Archaeological Sites | Archaeolist,/sites/georgia-country,4,4,1,54.25,16,0,0
Giridava | Bulgaria | Archaeolist,/sites/bulgaria/giridava,4,4,1,0,12,0,0
Girsu | Iraq | Archaeolist,/sites/iraq/girsu,4,4,1,0.25,14,0,0
Goloring | Germany | Archaeolist,/sites/germany/goloring,4,3,1.3333333333333333,22.666666666666668,6,0,0
Harilaq Fortress | Kosovo | Archaeolist,/sites/kosovo/harilaq-fortress,4,4,1,0.5,12,0,0
Hartley Mound | United States | Archaeolist,/sites/united-states/hartley-mound,4,4,1,0,12,0,0
Huayrapongo | Cajamarca Region | Archaeolist,/sites/cajamarca-region/huayrapongo,4,4,1,0,13,0,0
Issyk kurgan | Kazakhstan | Archaeolist,/sites/kazakhstan/issyk-kurgan,4,4,1,7.5,15,0,0
Iulia Constantia Zilil | Morocco | Archaeolist,/sites/morocco/iulia-constantia-zilil,4,4,1,18,12,0,0
Jankent | Kazakhstan | Archaeolist,/sites/kazakhstan/jankent,4,3,1.3333333333333333,1.3333333333333333,14,0,0
Jublains archeological site | France | Archaeolist,/sites/france/jublains-archeological-site,4,2,2,6.5,10,0,0
Kafr Yasif | Israel | Archaeolist,/sites/israel/kafr-yasif,4,4,1,3.25,17,0,0
Kapilvastu Municipality | Nepal | Archaeolist,/sites/nepal/kapilvastu-municipality,4,4,1,0,12,0,0
Kaulas Fort | India | Archaeolist,/sites/india/kaulas-fort,4,4,1,14.75,15,0,0
Kay-Nah-Chi-Wah-Nung | Canada | Archaeolist,/sites/canada/kay-nah-chi-wah-nung,4,4,1,1.5,11,0,0
Kingdom of Benin | Nigeria | Archaeolist,/sites/nigeria/kingdom-of-benin,4,4,1,128.25,12,0,0
Koobi Fora | Kenya | Archaeolist,/sites/kenya/koobi-fora,4,4,1,1.5,10,0,0
Kuhikugu | Brazil | Archaeolist,/sites/brazil/kuhikugu,4,3,1.3333333333333333,10.333333333333334,14,0,0
Kyrgyzstan Archaeological Sites | Archaeolist,/sites/kyrgyzstan,4,3,1.3333333333333333,20.333333333333332,14,0,0
Lagar of Diogo Fernandes Faleiro | Portugal | Archaeolist,/sites/portugal/lagar-of-diogo-fernandes-faleiro,4,3,1.3333333333333333,21,7,0,0
Lajia | China | Archaeolist,/sites/china/lajia,4,2,2,0,10,0,0
Lamanai | Belize | Archaeolist,/sites/belize/lamanai,4,2,2,35,7,0,0
"Lempa, Cyprus | Cyprus | Archaeolist",/sites/cyprus/lempa-cyprus,4,4,1,6.75,13,0,0
Leontopolis (Heliopolis) | Egypt | Archaeolist,/sites/egypt/leontopolis-heliopolis,4,3,1.3333333333333333,2.6666666666666665,12,0,0
Lomekwi | Kenya | Archaeolist,/sites/kenya/lomekwi,4,3,1.3333333333333333,8.333333333333334,8,0,0
Ludlow Massacre | United States | Archaeolist,/sites/united-states/ludlow-massacre,4,1,4,0,6,0,0
Luentinum | United Kingdom | Archaeolist,/sites/united-kingdom/luentinum,4,4,1,0,14,0,0
Magh Slécht | Ireland | Archaeolist,/sites/ireland/magh-slecht,4,4,1,9,17,0,0
Mainamati | Bangladesh | Archaeolist,/sites/bangladesh/mainamati,4,3,1.3333333333333333,13.666666666666666,16,0,0
Malina (depopulated settlement) | Bosnia and Herzegovina | Archaeolist,/sites/bosnia-and-herzegovina/malina-depopulated-settlement,4,4,1,0.5,13,0,0
Malta Archaeological Sites | Archaeolist,/sites/malta,4,4,1,0,12,0,0
Manyikeni | Mozambique | Archaeolist,/sites/mozambique/manyikeni,4,2,2,79,7,0,0
"Marion, Cyprus | Cyprus | Archaeolist",/sites/cyprus/marion-cyprus,4,4,1,9.25,9,0,0
Mausoleum of the First Qin Emperor | China | Archaeolist,/sites/china/mausoleum-of-the-first-qin-emperor,4,2,2,64,6,0,0
"Memphis, Egypt | Egypt | Archaeolist",/sites/egypt/memphis-egypt,4,4,1,1.75,15,0,0
Mirgissa | Sudan | Archaeolist,/sites/sudan/mirgissa,4,2,2,36.5,10,0,0
Myanmar Archaeological Sites | Archaeolist,/sites/myanmar,4,5,0.8,2.4,13,0,0
Nataruk | Kenya | Archaeolist,/sites/kenya/nataruk,4,2,2,23.5,5,0,0
Nateshwar Deul | Bangladesh | Archaeolist,/sites/bangladesh/nateshwar-deul,4,4,1,0.5,14,0,0
Nelson Bay Cave | South Africa | Archaeolist,/sites/south-africa/nelson-bay-cave,4,4,1,9,15,0,0
Nineveh | Iraq | Archaeolist,/sites/iraq/nineveh,4,3,1.3333333333333333,3.6666666666666665,12,0,0
Nooitgedacht Glacial Pavements | South Africa | Archaeolist,/sites/south-africa/nooitgedacht-glacial-pavements,4,7,0.5714285714285714,17,15,0,0
Nor Geghi | Armenia | Archaeolist,/sites/armenia/nor-geghi,4,4,1,1.75,14,0,0
Nubian pyramids | Sudan | Archaeolist,/sites/sudan/nubian-pyramids,4,4,1,25,14,0,0
Nuffara | Malta | Archaeolist,/sites/malta/nuffara,4,4,1,6.75,19,0,0
Pelusium | Egypt | Archaeolist,/sites/egypt/pelusium,4,4,1,22.75,13,0,0
Petroglyphs Provincial Park | Canada | Archaeolist,/sites/canada/petroglyphs-provincial-park,4,4,1,2.25,9,0,0
Petrovaradin Fortress | Serbia | Archaeolist,/sites/serbia/petrovaradin-fortress,4,4,1,1,14,0,0
Pinnacle Point | South Africa | Archaeolist,/sites/south-africa/pinnacle-point,4,4,1,15.25,13,0,0
Pumapunku | Bolivia | Archaeolist,/sites/bolivia/pumapunku,4,4,1,5.25,11,0,0
Předmostí u Přerova (archaeological site) | the Czech Republic | Archaeolist,/sites/the-czech-republic/predmosti-u-prerova-archaeological-site,4,4,1,15.25,15,0,0
Qilakitsoq | Greenland | Archaeolist,/sites/greenland/qilakitsoq,4,4,1,26.75,12,0,0
Quiahuiztlan | Mexico | Archaeolist,/sites/mexico/quiahuiztlan,4,4,1,0,12,0,0
"Ras al-Ain, Lebanon | Lebanon | Archaeolist",/sites/lebanon/ras-al-ain-lebanon,4,4,1,31.25,14,0,0
Ruins of Quilmes | Argentina | Archaeolist,/sites/argentina/ruins-of-quilmes,4,4,1,9,8,0,0
Sadd el-Kafara | Egypt | Archaeolist,/sites/egypt/sadd-el-kafara,4,4,1,17.5,16,0,0
"Samaipata, Bolivia | Bolivia | Archaeolist",/sites/bolivia/samaipata-bolivia,4,4,1,6,12,0,0
Samarkand | Uzbekistan | Archaeolist,/sites/uzbekistan/samarkand,4,3,1.3333333333333333,63.666666666666664,8,0,0
Saticula | Italy | Archaeolist,/sites/italy/saticula,4,4,1,0,13,0,0
Scythian Neapolis | Ukraine | Archaeolist,/sites/ukraine/scythian-neapolis,4,2,2,46.5,9,0,0
Shangjing Longquanfu | China | Archaeolist,/sites/china/shangjing-longquanfu,4,4,1,0,13,0,0
Shanidar Cave | Iraq | Archaeolist,/sites/iraq/shanidar-cave,4,4,1,4,17,0,0
Shell Bluff Landing | United States | Archaeolist,/sites/united-states/shell-bluff-landing,4,4,1,0,12,0,0
Shilikty | Kazakhstan | Archaeolist,/sites/kazakhstan/shilikty,4,4,1,1.25,13,0,0
Sidi Brahim | Algeria | Archaeolist,/sites/algeria/sidi-brahim,4,4,1,0.25,11,0,0
Sierra Ancha | United States | Archaeolist,/sites/united-states/sierra-ancha,4,4,1,0,12,0,0
Skuldelev ships | Denmark | Archaeolist,/sites/denmark/skuldelev-ships,4,4,1,19,15,0,0
Suriname Archaeological Sites | Archaeolist,/sites/suriname,4,4,1,11.75,16,0,0
Tabon Caves | the Philippines | Archaeolist,/sites/the-philippines/tabon-caves,4,3,1.3333333333333333,26,9,0,0
Taiwan Archaeological Sites | Archaeolist,/sites/taiwan,4,4,1,0,12,0,0
Tarkhan (Egypt) | Egypt | Archaeolist,/sites/egypt/tarkhan-egypt,4,3,1.3333333333333333,9.666666666666666,15,0,0
Tell Aswad | Syria | Archaeolist,/sites/syria/tell-aswad,4,4,1,108.75,14,0,0
Tell Begum | Iraq | Archaeolist,/sites/iraq/tell-begum,4,4,1,5.5,20,0,0
Tell Beit Mirsim | Israel | Archaeolist,/sites/israel/tell-beit-mirsim,4,4,1,8.25,10,0,0
Temple of Eshmun | Lebanon | Archaeolist,/sites/lebanon/temple-of-eshmun,4,3,1.3333333333333333,4.666666666666667,13,0,0
"Temple of the Feathered Serpent, Teotihuacan | Mexico | Archaeolist",/sites/mexico/temple-of-the-feathered-serpent-teotihuacan,4,2,2,9,8,0,0
Tepe Giyan | Iran | Archaeolist,/sites/iran/tepe-giyan,4,2,2,17.5,9,0,0
Teufelsrutsch | Germany | Archaeolist,/sites/germany/teufelsrutsch,4,4,1,0,10,0,0
The Iron Bridge | United Kingdom | Archaeolist,/sites/united-kingdom/the-iron-bridge,4,4,1,2.75,15,0,0
The White Lady (Namibia) | Namibia | Archaeolist,/sites/namibia/the-white-lady-namibia,4,3,1.3333333333333333,60.333333333333336,12,0,0
Tirana Mosaic | Albania | Archaeolist,/sites/albania/tirana-mosaic,4,4,1,3.75,14,0,0
Tiya (archaeological site) | Ethiopia | Archaeolist,/sites/ethiopia/tiya-archaeological-site,4,3,1.3333333333333333,37.666666666666664,14,0,0
Tlokwe Ruins | South Africa | Archaeolist,/sites/south-africa/tlokwe-ruins,4,4,1,9.25,11,0,0
Tochibaraiwakage ruins | Japan | Archaeolist,/sites/japan/tochibaraiwakage-ruins,4,3,1.3333333333333333,21.666666666666668,11,0,0
Türkiye Arkeolojik Alanları | Arkeolog,/sites/turkey,4,2,2,76,5,0,0
Umm Qais | Jordan | Archaeolist,/sites/jordan/umm-qais,4,1,4,3,8,0,0
Vanaja (Finland) | Finland | Archaeolist,/sites/finland/vanaja-finland,4,3,1.3333333333333333,34.333333333333336,9,0,0
West Stow Anglo-Saxon Village | United Kingdom | Archaeolist,/sites/united-kingdom/west-stow-anglo-saxon-village,4,4,1,0,13,0,0
Whetstones (stone circle) | United Kingdom | Archaeolist,/sites/united-kingdom/whetstones-stone-circle,4,4,1,4,16,0,0
Xishuipo | China | Archaeolist,/sites/china/xishuipo,4,4,1,1.75,13,0,0
the Democratic Republic of the Congo Archaeological Sites | Archaeolist,/sites/the-democratic-republic-of-the-congo,4,2,2,43.5,10,0,0
Çukuriçi Höyük | Turkey | Archaeolist,/sites/turkey/cukurici-hoyuk,4,2,2,42.5,10,0,0
404: This page could not be found.,/sites/greenland,3,3,1,0,10,0,0
404: This page could not be found.,/sites/swizerland,3,1,3,14,5,0,0
Abraham's Well | Israel | Archaeolist,/sites/israel/abrahams-well,3,2,1.5,17,10,0,0
Afrasiyab (Samarkand) | Uzbekistan | Archaeolist,/sites/uzbekistan/afrasiyab-samarkand,3,2,1.5,241.5,8,0,0
"Agios Georgios Hill, Nicosia | Cyprus | Archaeolist",/sites/cyprus/agios-georgios-hill-nicosia,3,3,1,0,9,0,0
Aguntum | Austria | Archaeolist,/sites/austria/aguntum,3,3,1,31.333333333333332,10,0,0
"Al-Khawdh (archaeological site), Oman | Oman | Archaeolist",/sites/oman/al-khawdh-archaeological-site-oman,3,3,1,7,8,0,0
Altar Wedge Tomb | Ireland | Archaeolist,/sites/ireland/altar-wedge-tomb,3,1,3,381,3,0,0
Altun Ha | Belize | Archaeolist,/sites/belize/altun-ha,3,3,1,8.333333333333334,6,0,0
America's Stonehenge | United States | Archaeolist,/sites/united-states/americas-stonehenge,3,2,1.5,17,10,0,0
Anak Tomb No. 3 | North Korea | Archaeolist,/sites/north-korea/anak-tomb-no-3,3,1,3,25,8,0,0
Aniba (Nubia) | Egypt | Archaeolist,/sites/egypt/aniba-nubia,3,3,1,53.333333333333336,14,0,0
Antinoöpolis | Egypt | Archaeolist,/sites/egypt/antinoopolis,3,3,1,12,13,0,0
Archaeolist,/sites/egypt/edfu,3,3,1,3.3333333333333335,13,0,0
Archaeolist,/sites/india/rajahmundry,3,3,1,0,7,0,0
Archaeology of Igbo-Ukwu | Nigeria | Archaeolist,/sites/nigeria/archaeology-of-igbo-ukwu,3,4,0.75,7,9,0,0
Argištiḫinili | Armenia | Archaeolist,/sites/armenia/argistihinili,3,3,1,3,12,0,0
Assur | Iraq | Archaeolist,/sites/iraq/assur,3,1,3,0,5,0,0
Avaris | Egypt | Archaeolist,/sites/egypt/avaris,3,2,1.5,126.5,11,0,0
Aventicum | Switzerland | Archaeolist,/sites/switzerland/aventicum,3,3,1,80,5,0,0
Avenue of Sphinxes | Egypt | Archaeolist,/sites/egypt/avenue-of-sphinxes,3,3,1,11.333333333333334,12,0,0
Azekah | Israel | Archaeolist,/sites/israel/azekah,3,3,1,24.666666666666668,4,0,0
Bandian complex | Iran | Archaeolist,/sites/iran/bandian-complex,3,3,1,13.666666666666666,3,0,0
Bangladesh Archaeological Sites | Archaeolist,/sites/bangladesh,3,3,1,32,9,0,0
Bargala | North Macedonia | Archaeolist,/sites/north-macedonia/bargala,3,2,1.5,19,7,0,0
Barm-e Delak | Iran | Archaeolist,/sites/iran/barm-e-delak,3,2,1.5,33,10,0,0
Basilica of Panagia Limeniotissa | Cyprus | Archaeolist,/sites/cyprus/basilica-of-panagia-limeniotissa,3,3,1,0,9,0,0
Belilena Cave | Sri Lanka | Archaeolist,/sites/sri-lanka/belilena-cave,3,3,1,10.666666666666666,13,0,0
Berezan Island | Ukraine | Archaeolist,/sites/ukraine/berezan-island,3,3,1,14.333333333333334,11,0,0
Besh Barmag Mountain | Azerbaijan | Archaeolist,/sites/azerbaijan/besh-barmag-mountain,3,3,1,4.333333333333333,13,0,0
Beta Samati | Ethiopia | Archaeolist,/sites/ethiopia/beta-samati,3,3,1,4,6,0,0
Blaauboschkraal stone ruins | South Africa | Archaeolist,/sites/south-africa/blaauboschkraal-stone-ruins,3,3,1,43,15,0,0
Bradbury Brook | United States | Archaeolist,/sites/united-states/bradbury-brook,3,3,1,13,10,0,0
Burchell's Shelter | South Africa | Archaeolist,/sites/south-africa/burchells-shelter,3,3,1,2,10,0,0
Buur Heybe | Somalia | Archaeolist,/sites/somalia/buur-heybe,3,1,3,6,8,0,0
Cajamarca Region Archaeological Sites | Archaeolist,/sites/cajamarca-region,3,4,0.75,3.5,12,0,0
Callao Region Archaeological Sites | Archaeolist,/sites/callao-region,3,3,1,0,10,0,0
Cango Caves | South Africa | Archaeolist,/sites/south-africa/cango-caves,3,3,1,32.666666666666664,6,0,0
Capacha | Mexico | Archaeolist,/sites/mexico/capacha,3,2,1.5,95.5,9,0,0
